timestamp_coleta,T_MF4_IN,T_MF4_OUT,T_MM2_IN,T_MM2_OUT,T_BOILER100,T_BOILER200,T_IN,Sinal_Vazao1
2025-05-20 21:11:18.532702,19.58,27.05,27.61,27.42,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:19.807518,28.71,25.77,26.81,27.81,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:20.837459,21.68,26.34,27.74,27.36,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:21.977489,27.08,26.05,26.71,27.04,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:23.517522,28.33,26.35,27.24,27.33,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:24.706224,27.82,26.8,26.97,27.04,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:25.978839,21.34,26.18,27.89,27.56,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:27.530575,22.38,27.45,27.72,27.06,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:28.791998,21.72,27.75,27.92,26.94,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:30.073963,23.35,26.09,26.96,27.64,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:31.349234,27.33,27.04,27.19,26.96,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:32.535430,27.55,26.64,26.8,27.85,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:33.624757,26.4,27.12,26.94,27.61,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:35.109324,22.77,26.34,27.14,27.08,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:36.366985,21.4,27.86,27.89,26.93,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:37.412434,23.48,26.14,27.06,27.68,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:38.560297,28.93,26.97,27.07,27.02,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:39.661901,27.44,26.19,27.3,27.53,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:40.864149,22.02,27.48,27.45,26.81,-100.0,-100.0,-100.0,1.0
