timestamp_coleta,T_MF4_IN,T_MF4_OUT,T_MM2_IN,T_MM2_OUT,T_BOILER100,T_BOILER200,T_IN,Sinal_Vazao1
2025-05-20 21:11:42.140851,25.86,26.95,27.5,27.26,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:43.128098,22.52,25.98,27.72,27.54,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:44.413312,22.75,26.57,27.16,27.63,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:45.603743,27.32,26.67,26.82,27.84,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:46.777944,21.19,27.68,27.93,27.02,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:48.421588,28.38,25.73,27.46,27.75,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:49.610323,21.75,26.4,27.26,27.56,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:50.633305,22.31,26.71,27.13,27.15,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:52.109992,21.17,26.19,27.96,27.55,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:53.227070,28.5,25.99,26.78,27.71,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:54.311827,23.55,27.48,27.91,27.11,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:55.481745,22.01,26.05,27.54,27.57,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:56.730337,28.13,26.2,26.78,27.63,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:57.806972,20.71,26.09,27.73,27.28,-100.0,-100.0,-100.0,1.0
2025-05-20 21:11:58.900846,29.2,26.73,27.01,27.49,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:00.402669,23.94,26.41,26.97,27.68,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:01.577330,29.21,26.72,27.01,26.97,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:02.700286,19.73,27.37,27.6,27.29,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:03.850728,27.19,25.79,26.81,27.83,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:05.061651,26.61,27.06,27.13,27.49,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:06.149266,23.76,26.09,27.06,27.64,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:07.291083,21.68,26.75,27.52,27.48,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:08.658669,21.24,26.08,27.85,27.61,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:09.638835,21.98,27.69,27.48,27.09,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:11.057675,20.65,26.43,27.65,27.67,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:12.187251,29.13,26.81,26.97,26.95,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:13.429808,26.79,27.05,27.13,26.92,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:14.722146,25.49,27.14,27.69,27.09,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:16.276261,27.26,26.98,27.26,26.96,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:17.285393,28.72,25.97,26.78,27.73,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:18.474931,22.8,26.53,27.59,27.57,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:19.969268,21.22,27.5,27.67,27.16,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:21.497532,21.07,27.23,27.81,27.13,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:22.564683,27.77,26.76,26.93,27.07,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:23.918488,26.57,27.08,27.47,27.11,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:24.892498,28.49,26.11,27.14,27.42,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:26.133897,29.82,26.46,27.09,27.15,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:27.355006,25.98,26.02,27.0,27.8,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:28.520262,26.83,25.77,26.79,27.84,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:29.720828,21.7,26.23,27.92,27.4,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:30.886262,23.26,26.12,27.17,27.63,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:32.255970,22.52,26.2,27.75,27.56,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:33.622790,27.56,26.2,27.33,27.5,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:34.815637,26.45,26.38,26.88,27.52,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:35.902934,20.28,26.22,27.86,27.71,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:37.046979,22.98,27.51,27.67,26.91,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:38.177636,21.82,26.58,27.51,27.41,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:39.370514,27.77,26.75,26.93,27.06,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:40.680802,28.47,26.42,27.71,27.55,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:42.314812,27.76,26.51,27.25,27.21,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:43.947771,21.52,27.62,27.94,26.98,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:45.170582,29.03,25.89,26.79,27.23,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:46.266712,22.81,26.52,27.58,27.51,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:47.442454,21.53,25.84,27.8,27.66,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:48.860705,24.41,26.44,27.16,27.42,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:49.908985,25.75,26.1,27.0,27.77,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:51.297076,25.86,26.96,27.63,27.69,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:52.264184,22.97,26.36,27.11,27.61,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:53.532058,25.62,26.1,26.79,27.7,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:54.627053,28.48,26.2,27.22,27.4,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:55.608759,22.52,27.34,27.81,27.11,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:56.807385,24.18,26.34,27.7,26.96,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:57.897373,19.99,26.58,27.69,27.09,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:58.888933,28.98,25.73,26.87,27.76,-100.0,-100.0,-100.0,1.0
2025-05-20 21:12:59.897568,28.52,26.09,27.07,27.58,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:01.790472,27.88,25.92,27.08,27.73,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:03.241598,23.69,26.25,27.0,27.29,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:04.484331,29.17,25.81,26.92,27.67,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:05.698383,19.47,27.76,27.81,27.08,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:06.977181,22.4,26.01,27.64,27.61,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:08.240486,21.51,27.8,27.92,26.95,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:09.403023,27.75,26.74,26.91,27.04,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:10.866711,21.36,26.41,27.77,27.37,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:11.964478,27.69,26.84,26.95,27.04,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:13.043872,22.49,26.79,27.57,27.48,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:14.153447,27.02,26.02,27.16,27.7,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:15.613711,29.37,27.01,27.1,26.81,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:16.885841,21.6,25.99,27.66,27.51,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:18.537059,27.52,27.35,27.51,27.22,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:19.718173,28.03,26.77,26.98,27.63,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:21.121795,21.65,26.92,27.56,27.39,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:22.665000,27.61,25.83,26.8,27.57,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:23.758536,25.58,27.17,27.74,27.05,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:25.221687,28.39,26.68,27.0,27.14,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:26.843058,21.46,26.41,27.65,27.37,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:27.752922,22.37,25.93,27.7,27.6,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:28.998119,24.38,27.28,27.82,27.04,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:30.312869,27.89,26.67,26.98,27.22,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:31.791487,21.05,26.27,27.99,27.53,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:33.179958,27.84,26.74,26.94,27.09,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:34.492909,25.49,26.15,26.96,27.69,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:35.794836,30.01,26.01,27.25,27.29,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:37.174385,20.72,26.37,27.83,27.44,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:38.453750,29.1,25.89,26.81,27.24,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:39.794825,25.1,27.25,27.76,27.14,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:41.307691,28.38,26.66,26.75,27.73,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:43.428405,26.48,27.1,27.12,26.98,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:44.704661,22.66,26.11,27.69,27.49,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:45.787103,22.81,26.52,27.12,27.55,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:47.070842,27.82,26.64,26.95,27.21,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:48.496085,21.69,26.55,27.53,27.42,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:49.811724,27.73,26.77,26.92,27.08,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:50.997893,28.37,26.32,27.25,27.3,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:52.837455,27.56,26.0,26.71,27.7,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:54.846929,28.41,25.79,27.84,27.69,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:56.223108,22.25,27.01,27.0,26.93,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:57.569563,21.82,26.16,27.39,27.54,-100.0,-100.0,-100.0,1.0
2025-05-20 21:13:58.750441,22.16,27.2,27.47,27.35,-100.0,-100.0,-100.0,1.0
2025-05-20 21:14:00.395601,27.92,26.78,27.07,27.05,-100.0,-100.0,-100.0,1.0
2025-05-20 21:14:02.035609,21.88,26.16,27.9,27.47,-100.0,-100.0,-100.0,1.0
2025-05-20 21:14:03.218189,28.22,26.69,26.95,27.1,-100.0,-100.0,-100.0,1.0
2025-05-20 21:14:04.398582,21.89,27.38,27.52,27.22,-100.0,-100.0,-100.0,1.0
